USGS-TX|nwistx.01.01401065|USGS-08065350|2014-03-11|2013|2019|2|USGS-08057410;USGS-08067000|Q1|37|USGS-TX|USGS-08057410|nwistx.01.01601917|2016-03-09|8.4|16.3|400.0|7.7
USGS-TX|nwistx.01.01401065|USGS-08065350|2014-03-11|2014|2015|3|USGS-08057410;USGS-08067000;USGS-08067252|Q1|27|USGS-TX|USGS-08067252|nwistx.01.01501624|2015-03-20|8.9|15.8|359.0|7.4
USGS-TX|nwistx.01.01401515|USGS-08065350|2014-05-20|2013|2019|2|USGS-08057410;USGS-08067000|Q2|61|USGS-TX|USGS-08057410|nwistx.01.01503036|2015-06-10|5.0|27.4|346.0|7.4
USGS-TX|nwistx.01.01401515|USGS-08065350|2014-05-20|2014|2015|3|USGS-08057410;USGS-08067000;USGS-08067252|Q2|31|USGS-TX|USGS-08067252|nwistx.01.01502581|2015-05-30|4.3|25.3|276.0|7.1
USGS-TX|nwistx.01.01500574|USGS-08065350|2014-10-30|2013|2019|2|USGS-08057410;USGS-08067000|Q4|39|USGS-TX|USGS-08057410|nwistx.01.01900010|2018-10-10|5.7|22.3|295.0|7.7
USGS-TX|nwistx.01.01500574|USGS-08065350|2014-10-30|2014|2015|3|USGS-08057410;USGS-08067000;USGS-08067252|Q4|17|USGS-TX|USGS-08067252|nwistx.01.01500130|2014-10-15|5.5|26.2|387.0|7.6
USGS-TX|nwistx.01.01601150|USGS-08067000|2015-12-02|2002|2007|2|USGS-08057410;USGS-08065350|Q4|21|USGS-TX|USGS-08057410|nwistx.01.00300032|2002-10-08|6.5|24.2|535.0|7.4
USGS-TX|nwistx.01.01601150|USGS-08067000|2015-12-02|2014|2014|4|USGS-08057410;USGS-08065350;USGS-08067000;USGS-08067252|Q4|12|USGS-TX|USGS-08067252|nwistx.01.01500130|2014-10-15|5.5|26.2|387.0|7.6
USGS-TX|nwistx.01.01900498|USGS-08067000|2019-02-13|2002|2007|2|USGS-08057410;USGS-08065350|Q1|24|USGS-TX|USGS-08065350|nwistx.01.00200965|2002-03-27|8.1|15.0|328.0|7.8
USGS-TX|nwistx.01.01900498|USGS-08067000|2019-02-13|2013|2018|2|USGS-08057410;USGS-08067000|Q1|34|USGS-TX|USGS-08057410|nwistx.01.01601917|2016-03-09|8.4|16.3|400.0|7.7
USGS-TX|nwistx.01.01900498|USGS-08067000|2019-02-13|2014|2014|4|USGS-08057410;USGS-08065350;USGS-08067000;USGS-08067252|Q1|11|USGS-TX|USGS-08057410|nwistx.01.01401056|2014-03-06|9.5|14.4|838.0|7.3
USGS-TX|nwistx.01.01900498|USGS-08067000|2019-02-13|2014|2015|3|USGS-08057410;USGS-08067000;USGS-08067252|Q1|27|USGS-TX|USGS-08067252|nwistx.01.01501624|2015-03-20|8.9|15.8|359.0|7.4
