drug1,drug2,class,mechanism
dr:D05375,cpd:C01017,P,unclassified
dr:D05375,cpd:C04931,P,unclassified
dr:D05375,cpd:C06807,P,unclassified
dr:D05375,dr:D00020,P,unclassified
dr:D05375,dr:D00076,P,unclassified
dr:D05375,dr:D00095,P,unclassified
dr:D05375,dr:D00106,P,unclassified
dr:D05375,dr:D00109,P,unclassified
dr:D05375,dr:D00118,P,unclassified
dr:D05375,dr:D00120,P,unclassified
dr:D05375,dr:D00126,P,unclassified
dr:D05375,dr:D00127,P,unclassified
dr:D05375,dr:D00130,P,unclassified
dr:D05375,dr:D00132,P,unclassified
dr:D05375,dr:D00136,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D05375,dr:D00141,P,unclassified
dr:D05375,dr:D00151,P,unclassified
dr:D05375,dr:D00158,P,unclassified
dr:D05375,dr:D00169,P,unclassified
dr:D05375,dr:D00181,P,unclassified
dr:D05375,dr:D00199,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D05375,dr:D00211,P,unclassified
dr:D05375,dr:D00228,P,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6
dr:D05375,dr:D00235,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D05375,dr:D00252,P,unclassified
dr:D05375,dr:D00255,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D05375,dr:D00270,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D05375,dr:D00283,P,unclassified
dr:D05375,dr:D00295,P,CYP inhibition: CYP2D6
dr:D05375,dr:D00298,P,unclassified
dr:D05375,dr:D00302,P,unclassified
dr:D05375,dr:D00303,P,unclassified
dr:D05375,dr:D00311,P,unclassified
dr:D05375,dr:D00315,P,unclassified
dr:D05375,dr:D00320,P,unclassified
dr:D05375,dr:D00326,P,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6
dr:D05375,dr:D00330,P,unclassified
dr:D05375,dr:D00346,CI,unclassified
dr:D05375,dr:D00358,P,unclassified
dr:D05375,dr:D00373,P,unclassified
dr:D05375,dr:D00377,P,unclassified
dr:D05375,dr:D00378,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D05375,dr:D00390,P,unclassified
dr:D05375,dr:D00394,P,Target: SLC6A4
dr:D05375,dr:D00403,P,unclassified
dr:D05375,dr:D00415,P,unclassified
dr:D05375,dr:D00425,P,unclassified
dr:D05375,dr:D00426,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D05375,dr:D00427,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D05375,dr:D00428,P,unclassified
dr:D05375,dr:D00432,P,unclassified
dr:D05375,dr:D00448,P,unclassified
dr:D05375,dr:D00451,P,unclassified
dr:D05375,dr:D00452,P,unclassified
dr:D05375,dr:D00454,P,unclassified
dr:D05375,dr:D00458,P,unclassified
dr:D05375,dr:D00463,P,unclassified
dr:D05375,dr:D00477,P,unclassified
dr:D05375,dr:D00479,P,unclassified
dr:D05375,dr:D00483,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D05375,dr:D00484,P,Target: SLC6A4
dr:D05375,dr:D00493,P,unclassified
dr:D05375,dr:D00503,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D05375,dr:D00505,CI,unclassified
dr:D05375,dr:D00506,P,unclassified
dr:D05375,dr:D00510,P,unclassified
dr:D05375,dr:D00512,P,unclassified
dr:D05375,dr:D00513,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D05375,dr:D00556,P,unclassified
dr:D05375,dr:D00560,CI,unclassified
dr:D05375,dr:D00563,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D05375,dr:D00564,P,unclassified
dr:D05375,dr:D00566,P,unclassified
dr:D05375,dr:D00567,P,CYP inhibition: CYP2D6
dr:D05375,dr:D00568,P,unclassified
dr:D05375,dr:D00597,P,unclassified
dr:D05375,dr:D00598,P,unclassified
dr:D05375,dr:D00599,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D05375,dr:D00601,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D05375,dr:D00602,P,unclassified
dr:D05375,dr:D00603,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D05375,dr:D00605,P,unclassified
dr:D05375,dr:D00616,P,unclassified
dr:D05375,dr:D00619,P,unclassified
dr:D05375,dr:D00631,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D05375,dr:D00634,P,unclassified
dr:D05375,dr:D00635,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D05375,dr:D00636,P,unclassified
dr:D05375,dr:D00637,P,unclassified
dr:D05375,dr:D00638,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D05375,dr:D00639,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D05375,dr:D00640,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D05375,dr:D00642,P,unclassified
dr:D05375,dr:D00643,P,unclassified
dr:D05375,dr:D00644,P,unclassified
dr:D05375,dr:D00645,P,unclassified
dr:D05375,dr:D00647,P,unclassified
dr:D05375,dr:D00648,P,unclassified
dr:D05375,dr:D00661,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D05375,dr:D00674,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D05375,dr:D00675,P,unclassified
dr:D05375,dr:D00676,P,unclassified
dr:D05375,dr:D00677,P,unclassified
dr:D05375,dr:D00678,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D05375,dr:D00701,P,unclassified
dr:D05375,dr:D00727,P,unclassified
dr:D05375,dr:D00754,P,unclassified
dr:D05375,dr:D00769,P,unclassified
dr:D05375,dr:D00785,CI,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D05375,dr:D00788,P,unclassified
dr:D05375,dr:D00789,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D05375,dr:D00791,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D05375,dr:D00792,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D05375,dr:D00793,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D05375,dr:D00795,P,unclassified
dr:D05375,dr:D00797,P,unclassified
dr:D05375,dr:D00798,P,unclassified
dr:D05375,dr:D00799,P,unclassified
dr:D05375,dr:D00800,P,unclassified
dr:D05375,dr:D00801,P,unclassified
dr:D05375,dr:D00809,P,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6
dr:D05375,dr:D00810,P,unclassified
dr:D05375,dr:D00811,P,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6
dr:D05375,dr:D00812,P,Target: SLC6A4
dr:D05375,dr:D00813,P,unclassified
dr:D05375,dr:D00814,P,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6
dr:D05375,dr:D00815,P,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6
dr:D05375,dr:D00816,P,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6
dr:D05375,dr:D00818,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D05375,dr:D00820,P,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6
dr:D05375,dr:D00821,P,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6
dr:D05375,dr:D00822,P,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6
