drug1,drug2,class,mechanism
dr:D00824,cpd:C06807,P,unclassified
dr:D00824,cpd:C06921,P,unclassified
dr:D00824,cpd:C07480,P,unclassified
dr:D00824,dr:D00020,P,unclassified
dr:D00824,dr:D00058,P,unclassified
dr:D00824,dr:D00076,P,unclassified
dr:D00824,dr:D00095,P,unclassified
dr:D00824,dr:D00109,P,unclassified
dr:D00824,dr:D00118,P,unclassified
dr:D00824,dr:D00120,P,unclassified
dr:D00824,dr:D00126,P,unclassified
dr:D00824,dr:D00127,P,unclassified
dr:D00824,dr:D00130,P,unclassified
dr:D00824,dr:D00132,P,unclassified
dr:D00824,dr:D00136,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6 CYP3A4
dr:D00824,dr:D00141,P,unclassified
dr:D00824,dr:D00151,P,unclassified
dr:D00824,dr:D00158,P,unclassified
dr:D00824,dr:D00169,P,unclassified
dr:D00824,dr:D00184,P,CYP inhibition: CYP3A4
dr:D00824,dr:D00225,P,unclassified
dr:D00824,dr:D00227,P,CYP inhibition: CYP1A2
dr:D00824,dr:D00228,P,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6
dr:D00824,dr:D00235,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D00824,dr:D00246,P,CYP inhibition: CYP3A4
dr:D00824,dr:D00252,P,CYP inhibition: CYP3A4
dr:D00824,dr:D00255,P,Enzyme: CYP2D6 / CYP inhibition: CYP1A2 CYP2D6 CYP3A4
dr:D00824,dr:D00267,P,unclassified
dr:D00824,dr:D00270,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D00824,dr:D00280,P,unclassified
dr:D00824,dr:D00283,P,CYP inhibition: CYP1A2 CYP3A4
dr:D00824,dr:D00293,P,CYP inhibition: CYP2C19 CYP3A4
dr:D00824,dr:D00295,P,CYP inhibition: CYP2D6
dr:D00824,dr:D00304,P,unclassified
dr:D00824,dr:D00311,P,unclassified
dr:D00824,dr:D00315,P,unclassified
dr:D00824,dr:D00320,P,CYP inhibition: CYP3A4
dr:D00824,dr:D00326,P,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6
dr:D00824,dr:D00329,P,unclassified
dr:D00824,dr:D00330,P,unclassified
dr:D00824,dr:D00338,P,unclassified
dr:D00824,dr:D00346,CI,unclassified
dr:D00824,dr:D00348,P,unclassified
dr:D00824,dr:D00354,P,unclassified
dr:D00824,dr:D00365,P,unclassified
dr:D00824,dr:D00370,P,unclassified
dr:D00824,dr:D00371,P,CYP inhibition: CYP1A2
dr:D00824,dr:D00373,P,unclassified
dr:D00824,dr:D00375,P,CYP inhibition: CYP2C19
dr:D00824,dr:D00377,P,unclassified
dr:D00824,dr:D00378,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D00824,dr:D00387,P,CYP inhibition: CYP3A4
dr:D00824,dr:D00390,P,unclassified
dr:D00824,dr:D00392,P,unclassified
dr:D00824,dr:D00394,P,Target: SLC6A4
dr:D00824,dr:D00399,P,unclassified
dr:D00824,dr:D00403,P,unclassified
dr:D00824,dr:D00404,P,unclassified
dr:D00824,dr:D00415,P,CYP inhibition: CYP1A2
dr:D00824,dr:D00425,P,unclassified
dr:D00824,dr:D00426,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6 CYP3A4
dr:D00824,dr:D00428,P,unclassified
dr:D00824,dr:D00432,P,unclassified
dr:D00824,dr:D00435,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6 CYP3A4
dr:D00824,dr:D00448,P,unclassified
dr:D00824,dr:D00451,P,unclassified
dr:D00824,dr:D00452,P,unclassified
dr:D00824,dr:D00454,P,CYP inhibition: CYP1A2
dr:D00824,dr:D00457,P,CYP inhibition: CYP3A4
dr:D00824,dr:D00458,P,CYP inhibition: CYP3A4
dr:D00824,dr:D00463,P,unclassified
dr:D00824,dr:D00464,P,unclassified
dr:D00824,dr:D00470,P,unclassified
dr:D00824,dr:D00472,P,unclassified
dr:D00824,dr:D00474,P,unclassified
dr:D00824,dr:D00479,P,unclassified
dr:D00824,dr:D00483,P,Enzyme: CYP2D6 / CYP inhibition: CYP1A2 CYP2C19 CYP2D6
dr:D00824,dr:D00484,P,Target: SLC6A4
dr:D00824,dr:D00493,P,unclassified
dr:D00824,dr:D00495,P,unclassified
dr:D00824,dr:D00503,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D00824,dr:D00504,P,unclassified
dr:D00824,dr:D00505,CI,unclassified
dr:D00824,dr:D00506,P,unclassified
dr:D00824,dr:D00508,P,unclassified
dr:D00824,dr:D00510,P,unclassified
dr:D00824,dr:D00512,P,unclassified
dr:D00824,dr:D00513,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D00824,dr:D00531,P,unclassified
dr:D00824,dr:D00533,P,unclassified
dr:D00824,dr:D00535,P,unclassified
dr:D00824,dr:D00536,P,unclassified
dr:D00824,dr:D00537,P,CYP inhibition: CYP3A4
dr:D00824,dr:D00538,P,unclassified
dr:D00824,dr:D00539,P,CYP inhibition: CYP3A4
dr:D00824,dr:D00550,P,CYP inhibition: CYP3A4
dr:D00824,dr:D00556,P,unclassified
dr:D00824,dr:D00560,CI,CYP inhibition: CYP3A4
dr:D00824,dr:D00563,P,Enzyme: CYP2D6 / CYP inhibition: CYP1A2 CYP2D6 CYP3A4
dr:D00824,dr:D00564,P,unclassified
dr:D00824,dr:D00566,P,unclassified
dr:D00824,dr:D00567,P,CYP inhibition: CYP2D6
dr:D00824,dr:D00568,P,unclassified
dr:D00824,dr:D00570,"CI,P",CYP inhibition: CYP3A4
dr:D00824,dr:D00597,P,unclassified
dr:D00824,dr:D00598,P,unclassified
dr:D00824,dr:D00599,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D00824,dr:D00601,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D00824,dr:D00602,P,unclassified
dr:D00824,dr:D00603,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D00824,dr:D00605,P,unclassified
dr:D00824,dr:D00606,P,CYP inhibition: CYP3A4
dr:D00824,dr:D00615,P,CYP inhibition: CYP3A4
dr:D00824,dr:D00619,P,CYP inhibition: CYP3A4
dr:D00824,dr:D00634,P,unclassified
dr:D00824,dr:D00635,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D00824,dr:D00639,P,Enzyme: CYP2D6 / CYP inhibition: CYP1A2 CYP2D6
dr:D00824,dr:D00644,P,unclassified
dr:D00824,dr:D00661,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6 CYP3A4
dr:D00824,dr:D00670,P,CYP inhibition: CYP3A4
dr:D00824,dr:D00674,P,Enzyme: CYP2D6 / CYP inhibition: CYP1A2 CYP2D6 CYP3A4
dr:D00824,dr:D00675,P,unclassified
dr:D00824,dr:D00676,P,unclassified
dr:D00824,dr:D00677,P,CYP inhibition: CYP3A4
dr:D00824,dr:D00678,P,Enzyme: CYP2D6 / CYP inhibition: CYP1A2 CYP2D6 CYP3A4
dr:D00824,dr:D00687,P,CYP inhibition: CYP3A4
dr:D00824,dr:D00691,P,unclassified
dr:D00824,dr:D00693,P,unclassified
dr:D00824,dr:D00694,P,unclassified
dr:D00824,dr:D00695,P,unclassified
dr:D00824,dr:D00696,P,CYP inhibition: CYP3A4
dr:D00824,dr:D00700,P,CYP inhibition: CYP2C19
dr:D00824,dr:D00701,P,unclassified
dr:D00824,dr:D00706,P,CYP inhibition: CYP1A2 CYP3A4
dr:D00824,dr:D00708,P,unclassified
dr:D00824,dr:D00709,P,unclassified
dr:D00824,dr:D00710,P,unclassified
dr:D00824,dr:D00722,P,CYP inhibition: CYP3A4
dr:D00824,dr:D00727,P,unclassified
dr:D00824,dr:D00754,P,unclassified
dr:D00824,dr:D00769,P,CYP inhibition: CYP1A2 CYP2C19
dr:D00824,dr:D00775,P,CYP inhibition: CYP1A2
dr:D00824,dr:D00776,CI,CYP inhibition: CYP1A2
dr:D00824,dr:D00784,P,CYP inhibition: CYP1A2
dr:D00824,dr:D00785,CI,Enzyme: CYP2D6 / CYP inhibition: CYP2D6 CYP3A4
dr:D00824,dr:D00788,P,unclassified
dr:D00824,dr:D00789,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D00824,dr:D00791,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D00824,dr:D00792,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D00824,dr:D00793,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D00824,dr:D00795,P,unclassified
dr:D00824,dr:D00797,P,unclassified
dr:D00824,dr:D00798,P,unclassified
dr:D00824,dr:D00799,P,unclassified
dr:D00824,dr:D00800,P,unclassified
dr:D00824,dr:D00801,P,unclassified
dr:D00824,dr:D00809,P,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2C19 CYP2D6 CYP3A4
dr:D00824,dr:D00810,P,unclassified
dr:D00824,dr:D00811,P,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2C19 CYP2D6 CYP3A4
dr:D00824,dr:D00812,P,Target: SLC6A4
dr:D00824,dr:D00813,P,unclassified
dr:D00824,dr:D00814,P,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2C19 CYP2D6
dr:D00824,dr:D00815,P,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2C19 CYP2D6 CYP3A4
dr:D00824,dr:D00816,P,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6
dr:D00824,dr:D00818,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D00824,dr:D00820,P,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6 CYP3A4
dr:D00824,dr:D00821,P,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6
dr:D00824,dr:D00822,P,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6 CYP3A4
dr:D00824,dr:D00823,P,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6
dr:D00824,dr:D00824,P,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6
dr:D00824,dr:D00825,P,Target: SLC6A4 / CYP inhibition: CYP2C19 CYP3A4
dr:D00824,dr:D00826,CI,unclassified
dr:D00824,dr:D00827,P,unclassified
dr:D00824,dr:D00831,P,unclassified
dr:D00824,dr:D00836,P,CYP inhibition: CYP3A4
dr:D00824,dr:D00848,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D00824,dr:D00903,P,unclassified
dr:D00824,dr:D00904,P,unclassified
dr:D00824,dr:D00947,P,unclassified
dr:D00824,dr:D00964,P,CYP inhibition: CYP3A4
dr:D00824,dr:D00966,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6 CYP3A4
dr:D00824,dr:D00968,P,unclassified
dr:D00824,dr:D00969,P,unclassified
dr:D00824,dr:D00970,P,unclassified
dr:D00824,dr:D00971,P,unclassified
dr:D00824,dr:D01025,P,unclassified
dr:D00824,dr:D01026,P,unclassified
dr:D00824,dr:D01028,P,CYP inhibition: CYP2D6
dr:D00824,dr:D01037,P,unclassified
dr:D00824,dr:D01049,P,unclassified
dr:D00824,dr:D01061,P,unclassified
dr:D00824,dr:D01087,P,unclassified
dr:D00824,dr:D01097,CI,unclassified
dr:D00824,dr:D01110,P,unclassified
dr:D00824,dr:D01115,P,CYP inhibition: CYP3A4
dr:D00824,dr:D01122,P,unclassified
dr:D00824,dr:D01130,P,unclassified
dr:D00824,dr:D01164,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6 CYP3A4
dr:D00824,dr:D01176,"CI,P",CYP inhibition: CYP3A4
dr:D00824,dr:D01179,P,Target: SLC6A4 / CYP inhibition: CYP1A2 CYP2D6
dr:D00824,dr:D01182,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D00824,dr:D01183,P,unclassified
dr:D00824,dr:D01185,P,unclassified
dr:D00824,dr:D01189,P,unclassified
dr:D00824,dr:D01190,P,unclassified
dr:D00824,dr:D01213,P,CYP inhibition: CYP3A4
dr:D00824,dr:D01230,P,unclassified
dr:D00824,dr:D01239,P,unclassified
dr:D00824,dr:D01245,P,unclassified
dr:D00824,dr:D01252,P,unclassified
dr:D00824,dr:D01253,P,CYP inhibition: CYP2C19 CYP3A4
dr:D00824,dr:D01254,P,unclassified
dr:D00824,dr:D01267,P,unclassified
dr:D00824,dr:D01268,P,unclassified
dr:D00824,dr:D01271,P,unclassified
dr:D00824,dr:D01278,P,unclassified
dr:D00824,dr:D01279,P,unclassified
dr:D00824,dr:D01280,P,unclassified
dr:D00824,dr:D01285,P,Target: SLC6A4
dr:D00824,dr:D01286,P,unclassified
dr:D00824,dr:D01287,P,CYP inhibition: CYP1A2 CYP3A4
dr:D00824,dr:D01289,P,unclassified
