drug1,drug2,class,mechanism
dr:D00326,dr:D00076,P,unclassified
dr:D00326,dr:D00095,P,unclassified
dr:D00326,dr:D00109,P,unclassified
dr:D00326,dr:D00126,P,Enzyme: CYP2C9
dr:D00326,dr:D00132,P,unclassified
dr:D00326,dr:D00136,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D00326,dr:D00228,P,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6
dr:D00326,dr:D00252,P,unclassified
dr:D00326,dr:D00255,P,Enzyme: CYP2D6 CYP2C9 / CYP inhibition: CYP2D6
dr:D00326,dr:D00293,P,CYP inhibition: CYP2C19
dr:D00326,dr:D00295,P,CYP inhibition: CYP2D6
dr:D00326,dr:D00311,P,CYP inhibition: CYP3A
dr:D00326,dr:D00320,P,unclassified
dr:D00326,dr:D00348,P,CYP inhibition: CYP3A
dr:D00326,dr:D00415,P,unclassified
dr:D00326,dr:D00426,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D00326,dr:D00435,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D00326,dr:D00451,P,unclassified
dr:D00326,dr:D00512,P,Enzyme: CYP2C9
dr:D00326,dr:D00550,P,unclassified
dr:D00326,dr:D00563,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D00326,dr:D00570,"CI,P",Transporter inhibition: ABCB1
dr:D00326,dr:D00601,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D00326,dr:D00603,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D00326,dr:D00605,P,unclassified
dr:D00326,dr:D00619,P,Transporter inhibition: ABCB1
dr:D00326,dr:D00661,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D00326,dr:D00670,P,unclassified
dr:D00326,dr:D00674,P,Enzyme: CYP2C9 CYP2D6 / CYP inhibition: CYP2D6
dr:D00326,dr:D00675,P,unclassified
dr:D00326,dr:D00676,P,unclassified
dr:D00326,dr:D00677,P,unclassified
dr:D00326,dr:D00678,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D00326,dr:D00754,P,unclassified
dr:D00326,dr:D00769,P,CYP inhibition: CYP2C19
dr:D00326,dr:D00785,CI,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D00326,dr:D00801,P,unclassified
